text,manually_annotated,weighted_by_logisticRegression,weighted_by_none,weighted_by_f1,weighted_by_auc,weighted_by_recall,weighted_by_precision,weighted_by_accuracy,weighted_by_loss
لماذا لا يتم اقتطاع من رواتب البرلمانيين و الوزراء و الذين يتمتعون بتقاعد سمين مدى الحياة على حساب المواظن المقهور هم اولا بلاصلاح و تخفيض الاجورهم,negative,negative,negative,negative,positive,negative,negative,negative,negative
حنا المغاربة والله مكنسواو شي ريال في هده الدولة,negative,positive,positive,positive,positive,positive,positive,positive,positive
نصوت لمن يتنازل عن راتبه و كل الإمتيازات  التي توفرها له الدولة، حتى يكون نعم البرلماني و الوزير و يجعل من حكومتنا مثلا يحتدى به بين الدول,positive,negative,negative,negative,positive,negative,negative,negative,negative
لي ماعجبوش البكاء ديال بن كيران أنا بغيت ليه 15 سنة ضحك ديال العماري، آمين يا رب,negative,negative,negative,negative,positive,negative,negative,negative,negative
يمشي يقتاطعها للبرلمانيين و الوزراء ماشي المواطن المقهور,negative,negative,negative,negative,positive,negative,negative,negative,negative
احسنت القول ديما بنكيران,positive,negative,negative,negative,positive,positive,negative,negative,negative
"واش لكيبيع البيض والنعناع ممزيانش
ولكن التعليم ديلكم لناقص من ثأثير الحكومات السابقة",positive,negative,negative,negative,positive,negative,negative,negative,negative
هدرة خاوية بنكيران زمطكم وفضحكم وقال للشعب ها الأعداء وها الشفارا وهذا إنجاز عظيم أما الوضع المغربي لن يغيره بنكيران وحده,positive,positive,positive,positive,positive,positive,positive,positive,positive
سير شوف رجال الدولة ديال بصح a zb,negative,negative,negative,negative,positive,negative,negative,negative,negative
كاملين بيوكوم عنستفكوم من فوق شواية الا بنكيران هو الفاخر,negative,positive,positive,negative,positive,positive,positive,positive,positive
ذا الخبر بيستاهل مليون جنيه وهي من ابرز انجازات الحكومة بكرة العالم حيحسدونا يا جذعان !!!!,positive,negative,negative,negative,positive,negative,negative,negative,negative
أخويا خودها و ماتمشيش تصوت هههه، راه تاحنا خاصنا نتعاملو مع السياسيين بالسياسة ، يوليو هما لي كايتشكاو من الشعب ماشي حنا 😄,negative,negative,negative,negative,positive,negative,negative,negative,negative
"جاوبني علي هاد السؤال 
علاش ما اقتطعش من البرلمانيين و اقتطع غير من الموضفين 
و ولي تزم و دوي علي راسك",negative,positive,positive,positive,positive,positive,positive,negative,negative
أي مغربي أو مغربية في السعودية تعنف وتظلم وتعدب وتقهر وتحقر دولة ظالمة لا للظلم للمغاربة الموجودين هناك لماذا يستحقرون المغاربة,negative,negative,negative,negative,positive,negative,negative,negative,negative
جزاك الله كل خير و لكن اينما رحلت و ارتحلت كاين الزوين و الخايب الله يهدينا و يهدي جميع امة سبدنا محمد و تحة ﻻغلى ناس الجزائر ناس الهمة و الشان,positive,positive,positive,positive,positive,positive,positive,positive,positive
ونتو في الجزائر ناس الهمة و الشان و الدوق الرفيع الله يجعلنا نتﻻقاوا في ساعة الخير هناك في الجزائر اخوانا و اخوتنا و احبابنا لي عندنا مدة ما شفناهمش,positive,negative,negative,negative,positive,negative,negative,negative,negative
تحياتي واحترامي لكل المغاربة الأحرار والشرفاء ربي معاكم,positive,negative,negative,negative,positive,negative,negative,negative,negative
شكرا اختي انا شخصيا نبغيكم ونعزكم انتم شعب ذواق واتمنى من كل قلبي زيارة البلد العظيم وتبا للسياسة اللي خلقت النميمة,positive,negative,negative,negative,positive,negative,negative,negative,negative
العدالة و التنمية بغيتو و لا كرهتوا,positive,negative,negative,negative,positive,negative,negative,negative,negative
عندك الصح #جميعا_بنكيران,positive,positive,positive,positive,positive,positive,positive,positive,positive
نريد التغير يا اخي . شخصينا لم نرى التغيير في هذا الحكومة . نفس حالة فقر و البطالة لي كنا فيها مزال فيها .,negative,negative,negative,negative,positive,negative,negative,negative,negative
#مامصوتينش. وسير المرايقي عجبك التهريج ديال بنكيران,negative,negative,negative,negative,positive,negative,negative,negative,negative
الله يحفظو في ظل حكمه عرف المغاربة عزة النفس والهمة العالية .,positive,negative,negative,negative,positive,negative,negative,positive,positive
و باز والله مكتحشم.بنكيران كيمص دماء ديالنا.ودا لينا رزقنا. الله ياخد غيه الحق هو واتباعه,negative,positive,positive,positive,positive,positive,positive,negative,negative
"قمة التواضع و نزل هو من بعد لعروسة 😍
 الله يحفظه و يحفظ الشعب المغربي و المملكة المغربية من كيد الحاسدين ❤",positive,negative,negative,negative,positive,positive,negative,negative,negative
هاد قطاع متضهور هدى زمان من حوكومات سابقة لأدات هاد الوضع و اصلاح خاصو وقت و خدما ماشي تعمرو شعب على هاد حكومة باش توصلو فاسدين,negative,negative,negative,negative,positive,negative,negative,negative,negative
استمعت لخطاب بنكيران وصل المضمون قام بإصلاحات جوهرية غير ظاهرة للمواطن  في الحقيقة الناس خدامين مع أحزاب أخرى وكيقولو سنصوت للعدالة,negative,negative,negative,negative,positive,negative,negative,negative,negative
الحكرة على الطبقة الفقيرة ، مالها ما اقتطعت الوزراء والبرلمانيين مثل تونس هههههه,negative,negative,negative,negative,positive,positive,negative,positive,negative
فضيحة العماري الشعب المغربي كافر http://adf.ly/1eRr5f,negative,negative,negative,negative,positive,negative,negative,negative,negative
حسبي  الله  ونعم  الوكيل  فالوزارات,negative,negative,negative,negative,positive,negative,negative,negative,negative
بنكيران مطيع و وفي لا يقول لا لأسياده !,positive,positive,positive,positive,positive,positive,positive,negative,negative
بنكيران غادي في الطريق الصحيح نحو الهاوية,negative,negative,negative,negative,positive,negative,negative,negative,negative
احيد تقاعد الوزراء و النواب و المستشارين و احاسب اللي شفر اولا بانو ليه غير الفقراء و الموظفين الصغر,negative,negative,negative,negative,positive,negative,negative,negative,negative
فلسطين من الدول المعترفة بالبوليزاريو و هذا شيء معروف لدى الجميع بإستثناء العقول المسلوبة فكرياً !!,negative,negative,negative,negative,negative,negative,negative,negative,negative
البام بمساعدة الداخلية والاستخبارات,negative,negative,negative,negative,positive,negative,negative,negative,negative
ديما بنكيران والله لن تنزعوا حبه من قلوبنا,positive,negative,negative,negative,positive,negative,negative,negative,negative
عندهم الحق و نوص شكون غدي و ضفوم الا موضفتمشي الدولة مشكلة حياتو مشات ف قراية و فاﻻخر يضيع,positive,negative,negative,negative,positive,negative,negative,negative,negative
يجب تعميم البادرة و إعطائها شكل قانوني من الدولة,positive,negative,negative,negative,positive,negative,negative,negative,negative
على اساس بنت بنكيران عندها القدرات او الدبلوم اللي كان مطلوب الله ياخذ الحق في الظالمين,negative,negative,negative,negative,positive,negative,negative,negative,negative
عاش محمد السادس الله حفطو لينا,positive,negative,negative,negative,positive,positive,negative,positive,positive
لم تجد حكومة ابن خريان سوى الحائط القصير,negative,negative,negative,negative,positive,negative,positive,negative,negative
الناس قراو باحديه مقطعه ونجحوا وراهم في مناصب عليا الفقر ماشي عيب ولا يسبب في امراض نفسيه الفقر هو الفكري والمعرفي,positive,negative,negative,negative,positive,negative,negative,negative,negative
دابة هاد الشخص الانسان الي بشر و مواطن ماعندوش الحق يتعالج علئ نفقة الدولة-اعطيوه غير حقو من الفوسفاط-اولا خاصو يكون شيخة باش يلقئ الاهتمام,negative,negative,negative,negative,positive,negative,negative,negative,negative
"الملك محمد السادس نصره الله يحارب العنوسة في المغرب بطريقة إسلامية  .
هذا هو العنوان الحقيقي لهذا الفيديو ♡",positive,negative,negative,negative,positive,positive,negative,negative,negative
المغرب،دولة متخلفة بكل،المقاييس.زعما الدولة مسكينة عندها الكريدي،بزاف.ولكن اين هي،الثروة بطبيعة الحال،موجودة في،بنوك سويسرا,negative,negative,negative,negative,positive,positive,negative,negative,negative
من قال الدولة مديونة اني اعتبر المغرب من اغنى بلدان العام  بدليل الفاسدة لا يحاسب بل نزكيه,negative,negative,negative,negative,positive,positive,negative,negative,negative
زعما الا نجحو شي حزب آخر الدين الخارجي كله غ يتخلص ....شكون غرق البلاد في الديون من غير الحكومات السابقة هم السبب في كل هذ الشي,negative,negative,negative,negative,positive,negative,negative,negative,negative
عيتونا اش داكم الى بلاد الكفر مازال فيها سياسة الكفيل سيروا للنصارى هم ارحم البشر,negative,negative,negative,negative,positive,negative,negative,negative,negative
لممصوتش يبان هنا نشوف ولاد لبلاد الأحرار [[PHOTO]],negative,negative,negative,negative,positive,negative,negative,negative,negative
اذاكانت هناك مغربيات ارتمو في بحر الدعارة فذالك ناتج عن سوء التسير للحكومة وكثرة البطالة وسوء تفريق الثروات فلاداعي لنسفه احد نقول الله يحسن العون .,positive,negative,negative,negative,positive,negative,negative,negative,negative
"بنكيران رجل صادق 
نتمنى له التوفيق",positive,negative,negative,negative,positive,negative,negative,negative,negative
الدموع للبسطاء في العلم نحن من الآن لم نقبل برئيس الحكومة نجحت على ثقة 5 شنوا انفروا خلافا..وإن لم يعمل شيئا برا 3 أشهر والمحسبه,negative,negative,negative,negative,positive,negative,negative,negative,negative
"حكومة زفت من اوصلت التعليم الى هده الكارثة
بن كيرن ارحل",negative,negative,negative,negative,positive,negative,negative,negative,negative
عاشت اسرائيل الدولة الديمقراطية  وعاشت الانسانية في كل بقاع العالم والموت لكل عربوشي خائن,positive,negative,negative,negative,positive,negative,negative,negative,negative
ازولاي  يهودي  شيء عادي  ان يحضر  جنازة  الرئيس اﻹسرائيلي السابق  لا تخلطو  اﻷمور الشخصية   بالسياسة,positive,negative,negative,positive,positive,positive,negative,positive,positive
انتضرو حتى ينجحون ويلجون قبة البرلمان ونتشاورو واش نبيعوهم لصين ولا لا هههههه,negative,negative,negative,positive,positive,positive,negative,positive,positive
ههههه نطالب بتدخل الدولة لحماية قطيع الحمير لانه لولا الحمير لما بقي الحكام في اماكنهم الى الابد.,negative,positive,positive,positive,positive,positive,positive,positive,positive
نطلب من صاحب الجلالة الملك محمد السادس ان يتدخل كما عودنا وينقد هذه الفتاة,positive,negative,negative,negative,positive,negative,negative,negative,negative
أختي Soumia El-jaadaoui Soumia شعار المملكة في صفحتي ما هو إلا دليل على انتمائي و غيرتي  للمغرب كمغربي ....شكرا,positive,negative,negative,negative,negative,positive,negative,negative,negative
الله يبليك اكتر من بلوتهم ، و بنت بنكيران لالاك انتي الي دايراها فراسك و تتهدري عليها يالمنافقة اما احنا رزقنا عند الله ماشي عند احد من عباده,negative,negative,negative,negative,positive,negative,negative,negative,negative
ههه تبارك الله غير نتا لي كبيير وكتفهم كرهتونا فهاد السياسة,negative,negative,negative,negative,positive,negative,negative,negative,negative
سلام عليكم سكان حي الملاح ان شاء الله بالتراكتور. والبام غادين نبنيو ليكم ديور جداد فوق ريوسكم,negative,negative,negative,negative,negative,negative,negative,negative,negative
يجب على الحكومة ، ان تمنع البنات من الذهاب الى دول الخليج بشكل نهائي ، طيحو من قيمة المغرب الله يخليها سلعة,negative,negative,negative,negative,positive,negative,negative,negative,negative
ادماج السلفيين في السياسة جاءتنا بايعاز من امريكا لكي تضعنا تحت تصرفها وان رفضنا اوامرها تحركهم كما تشاء..والبقية ركم فهمتوهااااا,negative,negative,negative,negative,positive,negative,negative,negative,negative
من دابا البرنامج ديال الحكومة المقبلة مسطر !!!!! ماجدوى الانتخابات اذا ؟؟؟؟!!!!!!,negative,negative,negative,negative,positive,negative,negative,negative,negative
خاص فبراير كوم ونون بريس وشوف tv وبرلمان كوم والأخرون يحبسو هاد التخاريف لأنهم يسيوؤن للمغاربة,negative,negative,negative,negative,positive,negative,negative,positive,positive
لا أرى تغييرا مادامت هي نفسها الأحزاب ونفس البرامج السياسية...,negative,negative,negative,negative,positive,negative,negative,negative,negative
طرد بنكيران من مدينة ...مراكش......تازة........اسفي....هههههه انظر اليوتوب...ههههه,negative,negative,negative,negative,positive,negative,negative,negative,negative
غانصوتو لبنكيران غير كون هاني :),positive,negative,negative,negative,positive,positive,positive,negative,negative
بنكيران ماعرفنا عنه الا صدقا,positive,negative,negative,negative,positive,negative,negative,negative,negative
عقلية اجرامية بامتياز باد الامن الأمان,negative,negative,negative,negative,positive,positive,negative,positive,positive
لي مع بنكيران ....ايجي حدايا ...😉,positive,negative,negative,negative,positive,negative,negative,negative,negative
والله واخا تبكيهم دم يا اكبر اناني ومتعنت ومتعجرف عرفته حكومة المغرب,negative,negative,negative,negative,positive,negative,negative,negative,negative
ههههههههه البام يمنع نفسه. يقلدون المصباح في كل شيئ,negative,negative,negative,negative,positive,negative,negative,negative,negative
العالم كلو ضدو. المغرب كلو ضدو .او هاد بنكيران ديالك بوحدو على صواب .المباقي لصوص او شفارا .عبدو او وجه الترمة,negative,negative,negative,negative,positive,negative,negative,negative,negative
الشعب ضد بنكيران نسيتها خاصو يقود,negative,positive,positive,negative,positive,positive,positive,positive,positive
القصر و العدالة و التنمية يحتجون بعضهما البعض لقمع أي ثورة,negative,negative,negative,negative,positive,negative,negative,negative,negative
أنا مواطن مغربي ضد حكومة بن كيران و ادعم الخط الثالث,negative,negative,negative,negative,positive,positive,negative,negative,negative
يدعوا لاغراق البلاد واش هدا يكون رئيس الحكومة حشومة وعيب والله حتى تكون شوهة كبيرة والمغرب يرجع 100عام الى وراء لاحولة ولاقوة الا بالله العلي العظيم,negative,negative,negative,negative,positive,positive,negative,negative,positive
امشيو البرلمان ومجلس المستشارين ويختارو كاين شي حمير تماك ع ناعسين يخدوهم فابور,negative,negative,negative,negative,positive,negative,negative,negative,negative
تشبث غريق بغريق..الدولة لم تحمي حتى ابناءها في الداخل فما بالك بأبناءها بالخارج .,negative,negative,negative,negative,positive,negative,negative,negative,negative
كيفما كان الحال بنكيران احسن من العمري ولشكر وشباط. ...,positive,negative,negative,negative,positive,negative,negative,positive,positive
كل نهار وحدا دولة لازم تتدخل تمنع مغربيات من العمل منزلي في دول الخليج غي توصل يحيدو ليها جواز سفر كتبقا فديهم بحال المونيكا لي فدرب عومار يديرو مبغاو,negative,negative,negative,negative,positive,negative,negative,negative,negative
و انت انتقمت منه بضرب قوته الشرائية و تجميد الاجور و الاجهاز على مكتسباته . و عفا الله عما سلف للفاسدين و رفضك التنازل عن التقاعد الوزاري ووو,negative,negative,negative,negative,negative,negative,negative,negative,negative
الشعب أعطى قلبه وروحه للبجدي وأما بن كيران أعطى قلبه وروحه لخادم الدولة بل للشفارة,negative,positive,positive,positive,positive,positive,positive,positive,positive
اي واحد ضد هاد ولاد لكلاب ديال البيجيدي تيقولو عليه شاد 200 درهم وهاد شي لاش كرهت والدين مكم يالمنافقين,negative,negative,negative,negative,positive,negative,negative,negative,negative
بنكيران متخافش الله راه معاك وحنا غادي نصوتو عليك لحقاش انت راجل او سيد رجال,positive,negative,negative,negative,positive,negative,negative,negative,negative
غير جالس و يبكي كيف المرا.. داخلنا عليكم بالله واش هذا عندو شخصية باش يترأس حكومة.. الله يلعنها حالة.. شوهتي راسك ا ًلولية,negative,negative,negative,negative,positive,negative,negative,negative,negative
نعم الشعب اعطى قلبه وثقته للبيجيدي لاكن البيجيدي عطاهم علاش ايقللبوا سرهم,negative,positive,positive,positive,positive,positive,positive,positive,positive
فهاد الوقت با الدات مكاين غير بنكيران وعنصوت على العدالة والتنمية,positive,negative,negative,negative,positive,negative,negative,negative,negative
الى الاخوان الذين ينعتوننا بالشفارة....هل كنا نتقلد مناصب رسمية في حكومة ما وقمنا بسرقة صناديقها...؟؟ نحن لم نتقلد اي منصب رسمي في حياتنا بعد,positive,negative,negative,negative,positive,negative,negative,negative,negative
وهل نسيت ما فعله بك الاتحاد الاشتراكي والاستقلال ؟؟؟؟مصوا دم المواطن بسر وقاموا ثروات البلاد بينهم,negative,negative,negative,negative,positive,negative,negative,negative,negative
ولماذا يجب على الشعب دفع الضريبة لماذا حنى نخلصو الفرق باش الدولة تربحح . الشعب كان خاصو يحس بثمن الفط اللي طاح فالاسواق العالمية مشي يعيش فالكوى,negative,positive,positive,negative,positive,positive,positive,positive,positive
لاتحزنو يا اخواني فقط هذه دموع تماسيح يدريفها بنكيران لكي يصل إلى فريسته ( حنان الشعب ),negative,negative,negative,negative,positive,negative,negative,negative,negative
"بالتوفيق لبنكيران
الملك يريد الاصلاح
لكن لوبي الفساد.كان عائق للاصلاح
ولهذا فعلى بنكيران ان يتشجع ويحدو على خطى اردوغان
عاش الملك",positive,negative,negative,negative,positive,positive,negative,negative,negative
رأيك يحترم لكن أنا ﻻ اتفق معك.مادا سننتضر أدن من العدالة و التنمية إدا كانوا لا يحكمون؟ فليغادروا المشهد السياسي ادا كانوا صادقين مع الشعب.,negative,negative,negative,negative,positive,negative,negative,negative,negative
زيد عليهم ايها الامازيغ تذكروا ان بنكيران اهانكم حين احتقر السوسي مول الحانوت وضحك عليه .,negative,negative,negative,negative,positive,negative,negative,negative,negative
الى الملك اللي كيحكم علاش بنفيران متقل الدولة ب 40 وزير و زيادة والله ما عند بوهم علاش احشموا,negative,negative,negative,negative,positive,negative,negative,negative,negative
اسرائيل دولة متقدمة,positive,negative,negative,negative,positive,negative,negative,positive,positive
احسن حكومة بلا نفاق الله يهديكم,positive,negative,negative,negative,positive,negative,negative,negative,negative
مصر وتونس والجزاءر عندهم غدا وحنا يوم الاثنين بنكيران دار خدمتو هههه صافي غنصوت عليه ههه,positive,negative,negative,negative,positive,negative,negative,negative,negative
لا توجد حكومة أفضل من العدالة والتنمية  من الأفضل أن تزيد ولاية تانية,positive,negative,negative,negative,positive,negative,negative,negative,negative
سبحان الله من قلبي مكنحملوش. ماعرفتش علاش !!؟؟؟؟ من نهار دخل للحكومة .,negative,negative,negative,negative,positive,negative,negative,negative,negative
وفجاتنا المغرب كله سعيد ويهلل حزب العدالة والتنمية لان بنكيران اسعد المغاربة ب اعلانه ان فاتح محرم هو يوم الاثنين,positive,negative,negative,negative,positive,negative,negative,negative,negative
بنكيران الاحسن الى خرج من الحكومة عرف البلاد خلات ها فاش قولتها ليكم تولي بحال مصر,positive,negative,negative,negative,positive,negative,negative,negative,negative
بنكيران الف الكرسي وفتن بالسلطة وبكاؤه لن يفيده امام الله,negative,negative,negative,negative,positive,negative,negative,negative,negative
اقول لحكومة السعودية و اشرار الناس منهم اتقو الله في ذلك المقام والارض المباركة والا ستقوم الدنيا عليكم,negative,negative,negative,negative,positive,positive,negative,positive,positive
نود من الشمش اشمن مساندة منهار شفنا هاد بنكيران ماشفنا الربح ساندو اخويا بوحدك ماتقولهاش لينا حنا انا شخصياً والله مامصوتاش,negative,positive,positive,negative,positive,positive,positive,negative,negative
أرى فقط اصحاب العقول الراقية هي التي تقف وراء هذا الرجل .الله اغلبك عليهم السي بنكيران,positive,negative,negative,negative,positive,negative,negative,negative,negative
اكبر مسخوط هو ااياس العماري بالشهادة الابتدائية  اراد،حكم المغرب  لمدة خمس سنوات.وتنااااكت,negative,negative,negative,negative,positive,negative,negative,negative,negative
"وخا تعترف قدام البرلمان 
الدولة لا تحارب هده الظاهرة وهاد المجرمين للي هلكوا العباد الله ينتقم منهم ياربي",negative,negative,negative,negative,positive,negative,negative,negative,negative
بنكيران رجل صالح,positive,negative,negative,negative,positive,negative,negative,negative,negative
هده مبادرة جيدة من الحكومة للاننا نحن الموظغين نتقاضى رواتب ضخمة,negative,negative,negative,negative,positive,negative,negative,negative,negative
ههههههه تا بنكيران كيتحكم فهدشي هههه شعب مكلخ,negative,positive,positive,positive,positive,positive,positive,negative,negative
هذشى كاين الاغلبية ديال الشعب  عارف الله  غالب,negative,negative,negative,negative,positive,negative,negative,negative,negative
لا للبام لا للبام لا للبام لا للبام لا للبام لا للبام لا للبام لا للبام لا للبام لا للبام لا للبام لا للبام لا للبام لا للبام لا للبام لا للبام,negative,negative,negative,negative,positive,negative,negative,negative,negative
ادا لم تحترم هادا اشخص فانت  لاتفقه شيء في اسياسة,negative,negative,negative,negative,positive,negative,negative,positive,positive
واش كضحك علينا كتهضر فحال إلى وصلنا الفضاء بحالنا بحالهم كاع سياسة وحدة,negative,negative,negative,negative,negative,negative,negative,negative,negative
بكل بساطة في ناس في الحكومة اشتاقو للسرقة من المال الشعب وبنكيران صدهم ولدالك هده فرصتهم كي ينتقمو,negative,negative,negative,negative,positive,negative,negative,negative,negative
الله يرحم من قراك راك فسرتي لينا دستور جزيرة الوقواق هاد الشي كاع مكان فروسنا إو دبا صوت انت أو خلينا في التيساع مافينا مايشهد الزوووووور.,negative,negative,negative,negative,negative,positive,negative,negative,negative
بنكيران منافق وكذاب حطم امال واحلام الفقراء ساصوت ضده ولا ادري بعد لمن ساصوت المهم لا لبنكيران,negative,negative,negative,negative,positive,negative,negative,negative,negative
ديما بنكيران وباااااع,positive,negative,negative,negative,positive,negative,negative,negative,negative
عبروا عليهم لو كان اداوا واجبهم المهنى على احسن وجه الحكومة ما فتحاش خيرية,negative,negative,negative,negative,positive,negative,negative,negative,negative
اذا كانت دموع محمود عباس حقيقية في جنازة بيريز فكذلك دموع بنكيران ههههههه,negative,negative,negative,negative,positive,positive,negative,negative,positive
شكون قال ليك الشعب مع بنكيران؟,negative,negative,negative,negative,positive,negative,negative,negative,negative
الشعب يرفض سياسة بنكيران اللاجتماعية,negative,positive,positive,positive,positive,positive,positive,positive,positive
فاحت بعدا فالتمثيل بقى لك غير السياسة و انتي سيري لعلي حدا باب داركوم.,negative,negative,negative,negative,positive,negative,negative,negative,negative
الحزب الدي يتحالف مع الشيطان. حزب المخزن تففففو اخخخخ متى كان في العارضة؟دائما في الحكومة ههه الله حتى اغبياء هاد المغاربة حشومة,negative,negative,negative,negative,positive,negative,negative,negative,negative
بنكيران سير بحالك الحكومة ماشي ديالك,negative,negative,negative,negative,positive,positive,negative,negative,negative
والله حتى عندو الحق بنكيران منصوتوش على الكدابين وفي نقدمتهم رئيس الحكومة الحالي الله يعطينا وجهك المنافق,negative,negative,negative,negative,positive,negative,negative,negative,negative
بغينا نبيلة منيب تواجه تحكم القصر في الساحة السياسية و الاقتصادية للبلد,positive,negative,negative,negative,positive,negative,negative,negative,negative
عاهرات المملكة المخربية في السعوديةهههه,negative,negative,negative,negative,positive,negative,negative,negative,negative
"Lamhamdi Abdrahim بنكيران فاسد مثل مفسدين الدين سبقوه لم يصلح شيء
بل أفقر الفقير و أغنا غني",negative,negative,negative,negative,positive,positive,positive,negative,negative
الحمل تقيل  بعد من السياسة انت لست عمر,negative,negative,negative,negative,positive,negative,negative,negative,negative
عليها ملي جاو الناس دكوماناف ا ك ماريت عتاصمو قدام البرلمان عطيتيهوم الهراوة نتينةالمغاربة كاملين هرويتيهوم شي بالغلى شيبالهراوا,negative,negative,negative,negative,positive,positive,negative,negative,negative
انا واحد من الشعب ضد بن كيران يمشي يشوف القسم ديالو ويقري الوليدات احسن من السياسة بزاف عليه يخليها لاصحانها,negative,positive,positive,positive,positive,positive,positive,negative,negative
انا ما غاداش نصوت لا للاقتراع حيت فقدت الثقة في جميع الأحزاب السياسية,negative,negative,negative,negative,positive,negative,negative,positive,positive
