text,manually_annotated,weighted_by_logisticRegression,weighted_by_none,weighted_by_f1,weighted_by_auc,weighted_by_recall,weighted_by_precision,weighted_by_accuracy,weighted_by_loss
أجي من لاخير اكول انا مقدرش على المسؤلية...كاينين بنات الاصل والحمد لله كيما كينين ؤلاد لاصل .,positive,negative,negative,negative,positive,negative,negative,positive,positive
سير تخدم بي الحلال تولي سعيد الرجال هو لي عتامد على راسو انت مزوق بحال البنت تسنى الحكومه حتى تدير لك الدار دزوجكً,positive,negative,negative,negative,negative,negative,negative,negative,negative
راه داكشي لي قلت اخاي الواحد خاص يعرف مع من فالاول والله يستر والله يلاقينا مع ما حسن مننا وصافي,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله يرحمو مسكين ويصبر عائلتو هاد الناس والله هوما لي يستاهلو الوسام,positive,positive,positive,positive,positive,positive,positive,negative,negative
الله ارحموا وياربي اخليوا هاديك المانضة ديالو لوليداتو مقابل التضحية ديالو,positive,negative,negative,negative,negative,negative,negative,negative,negative
ختي ممكن الاجابة ف رسائل الثفحة بعثلكهم مساج و الله يعينكم,positive,negative,negative,negative,negative,negative,negative,negative,negative
ﻻحول وﻻ قوة اﻻ بالله العلي العظيم الله يكون فلعون مسكينة,positive,negative,negative,negative,positive,negative,negative,negative,negative
شوف تعليق لي الفوق اوليدي الحمد لله لاقيت سيد الرجال ولكن.ماشي بوزبال,positive,negative,negative,negative,negative,negative,negative,negative,negative
برااااااااااااااااافو على امن دياااالنا تحيا خاااااااااصة امن دياااالنا,positive,negative,negative,negative,negative,negative,negative,negative,negative
المهم انا شدِّيت الريالات (القرمومة)مايهمني حد 😂😂😂😂,positive,negative,negative,negative,positive,negative,negative,negative,negative
و دابا ملي غا يبداو سيبو فيهم راه غادي يتحسن الوضع راه كلشي باين يعني الواحد بلا ما يحرق اعصابو و الله يصلح حال بلادنا,positive,negative,negative,negative,positive,negative,negative,negative,negative
هدوك  لفلوس لي كتخسر  ؤ غدي يديوهم ديرو  خير في اناس لي. محتجنهوم  ؤؤؤؤ. تديو. حسنة. من  عندهوم. ؤؤؤؤؤ من. الله سبحان وتعالى,positive,positive,positive,positive,positive,positive,positive,positive,positive
كينين ابطال مقارنة مع بدر لكيفهم في MMA راهعندنا ابطال ادوخوك قلب غد تعرف,positive,negative,negative,negative,negative,negative,negative,negative,negative
"اتاي بلادي كنحماق عليه انا ولادي .....
اتاي لعشية احسن من بقرة مشوية",positive,negative,negative,negative,negative,negative,negative,negative,negative
هههه ايام العز فينهم دوك الايام التواضع والمساوات والبنات ما كانوش كيديرو لماكياج لواعرة فيهم كانت كادهن شعرها بالزيت العوود هههه,positive,negative,negative,negative,negative,negative,negative,negative,negative
ايام ماتنساش فكرتوني فحاد الايام جدول الضرب كنت نحفضوا في الدفتر ملي تيكون عندي شي فرض نمشي نقطع لوراق من دفتر ديال خويا باش يبقي جديد هههههه,positive,negative,negative,negative,negative,negative,negative,negative,negative
ونزدكم كتكن فهم وحد الرحة والله منكدب علكم كانت كتعجبني وبالخصوص القراءة ديال تحاضير ههههه,positive,negative,negative,negative,negative,negative,negative,negative,negative
"الحمد لله الوداد فريق ديال الالقاب في الاربعينيات والخمسينيات والستينات والسبعينات والتمانينات والتسعينات
وهدشي كلو بلا اندماج 
:)",positive,negative,negative,negative,negative,negative,negative,negative,negative
انا كانحي هداك السيد ليبقى في السيارة ديالو مانزلشي هادي هي السياقة الفن الله يهديا في هاد الشهر الكريم,positive,negative,negative,negative,negative,negative,negative,negative,negative
خواتي اعجبني. تعليق. ديلكوم.  👍 العز  ،،،،،    ،،،،،،،،،،،،،،،،،،،لي لك كوم,positive,negative,negative,negative,negative,negative,negative,negative,negative
"هادي هيا لموعاوانة  ماشي ديال لقلب ههههه

الله إجزيه بلخير",positive,negative,negative,negative,negative,negative,negative,negative,negative
ليو ما 4 فرمضان  26 يوم دغيا تفوت ...الله إعاونكم   💟💟,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله يجزيه بخير وكثر من مثل باقي الناس يتفكر خوتهم الفقراء,positive,negative,negative,negative,positive,negative,negative,negative,negative
هكدا خصك تفكر اولدي الله يرضي عليك مشي بلا بلا بلا,positive,negative,negative,negative,positive,negative,negative,negative,negative
كلمة الحق تقال فهاد الناس الله احسن عوانهم مساكن راه مابقات اروبا كيف كانت هلى الاقل هما تيدخلو السلعة او العملة للبلاد حسن من دوك اللي تيهربو لسويسرا او بنما هدوا عندهم غيرة على بلادهم اوتايجو ليها كل عام وخا التكرفيس ديال الطريق والمحنة والعطلة اللي مكتفيهمش مشي كروش لحرام لي تينهبو او كينفعوا بلايص خرين,positive,negative,negative,negative,positive,negative,negative,negative,negative
ياك بعدا غير المخزن ديال مدينتك لي كدافع عليهم اوا الحمد لله,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله هوى لي غدي انصر الحق  واتمنى الخير الهاد البلاد.,positive,negative,negative,negative,negative,negative,positive,negative,negative
الحمد لله انكون عبد في بلادي .ومنرضاش كون عبد اديال الخارج يحرشوني على ابلادي,positive,negative,negative,negative,negative,negative,negative,negative,negative
والله تالمغاربة واعرين الله يحفظكم وخلاص تتفاجيوها عليا انا بعدا ههههههه,positive,negative,negative,negative,positive,negative,negative,negative,negative
كنتمنى من الله لهلى يحرمنى من ولأم ديل سدن محمد كلهى,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله غالب اقطر هدشي لعندي الله اكون فالعون [[PHOTO]],positive,negative,negative,negative,positive,negative,negative,negative,positive
أنا رايي الناس قالو اللي عندهم ودبا خصهم يدخلو لديارهم ويديرو التقة فجلالة الملك الله يحفظو,positive,negative,negative,negative,negative,negative,negative,negative,negative
هههههههههههههههه شحال من قلت ليكم هاد الصفحة احسن من فكاهة ديال الاداعات المغربية,positive,negative,negative,negative,negative,negative,negative,negative,negative
هادو هوما الدراري و إيلا فلا، طالعين حارين من صغرهون,positive,negative,negative,negative,positive,negative,negative,negative,negative
2 دراهم وحامدة عليها الله او مكيعجبكومش الواقع باغيين تخربوا البلاد اللهم 2 دراهم وعايشة مستورة مامنة في بيتي وعندي قوت يومي وعندي صحتي الحمد الله ولا لا بيت لا 2 دراهم ولا صحة اما احسن,positive,negative,negative,negative,negative,negative,negative,negative,positive
كون مغربي وجيب لعز ولكحز عاش المليك الله الوطن لكنتو مغاربة نعاونو لمليك عل مفسيدين نمحيو ليهم لأتار,positive,negative,negative,negative,negative,negative,negative,negative,negative
يمكن البيجيدي يكون خسر و لكن الوطن تهنى و بفضل قرار الملك,positive,negative,negative,negative,negative,negative,negative,negative,negative
حنا عندنا كل عام وانت بخير  كنكل الخبز وأنشر ب اتاي,positive,negative,negative,negative,positive,negative,negative,negative,negative
الى اصلاسي موحا سمعت للفيديووعجبني ولكن واش الحاكم عندنا رماك فالعافية ولا قالك رمي راسك فالعافية راه داير كتر من الجهد. باش المواطن يعيش هاني ومزيان.,positive,negative,negative,negative,negative,negative,negative,negative,negative
االه يسمح لينا منهم وجزيل الشكر ليهم الله إعوض ليهم,positive,negative,negative,negative,negative,negative,negative,negative,negative
صراحة الوداد فريق عندو التريخ بساحتو القب 19 وديما طنجة,positive,negative,negative,negative,negative,negative,negative,negative,negative
بقا فيا دك الولد بزاف كنشكر الناس لي فقلوبهم الرحمة اكحسوا باﻷ خرين تباركلله عليكم اخوتي تحياتي لكم,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله يعونهوم ويهدي شبابنا العمل عبدة كيعجبني اشباب لكيكفح هادو هوما الرجال,positive,negative,negative,negative,negative,negative,negative,negative,negative
ملي يزول الثورة من حسيمة نمشي اما دبا باقي خاصني نعيش الله يخلينا الدالية  وبن يونش وأشقار  هههههههه,positive,negative,negative,negative,negative,negative,negative,negative,negative
خاصهوم يندامجو مع باقي الجهات حيت انا لمست فيهم واحد الطيبة ﻻزمها التندناج وتخرج,positive,negative,negative,negative,positive,negative,negative,negative,negative
حنا كلنا مغاربة نمشي فين مابغيت مرحبا بأي واحد فالريف وبالخصوص أجدير نرحبو بيكم العياشي ياخذ 200 درهم باش إوسخ الصورة ديالنا ولكن هانية حنا معروفين بالخير بلا ماتحاول,positive,negative,negative,negative,negative,negative,negative,negative,negative
اللله يفرجها اعليه ولكن حتى انتما بردو شوية وخليوبلادنا سلمية ما قادين على الفواضا ديرو بوجه سيدنا الله ينصره,positive,negative,negative,negative,negative,negative,negative,negative,negative
لا لا خاصكي تفرجي حتا لخر وناري بزاف فرفني لكلابي😂😂,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله يرحمهم حتي انا الاب كان انسان طيب وفرقو صعيبى بزاف الله يرحمك العزيز,positive,negative,negative,negative,negative,negative,negative,negative,negative
ماشي مشكل غير ماتجي عند بنادم...مرحبا بلي جاء عند الله عزوجل,positive,negative,negative,negative,negative,negative,negative,negative,negative
ثقلات مسكينة  وهي اتشق  الله يكون في عون مولاتها  .,positive,negative,negative,negative,negative,negative,negative,negative,negative
احنا احرار نفطرو ولا نصيمو حتى حد معندو الحق يدخل فينا 👌,positive,negative,negative,positive,positive,positive,negative,negative,negative
الله اعفوا عليهم مساكن. المغاربة راه كتر منهم . انت عارف و انا عارف 😂😂,positive,negative,negative,negative,positive,negative,negative,negative,negative
الله انصرك ويحفظك عش المغرب والشعب المغربي براف ليك,positive,negative,negative,negative,negative,negative,negative,negative,negative
السبان ديالكم فينا كيزيد يخلي الريافة صامدين وكيزيدنا عزيمة ...شكرا 👏👏👏,positive,negative,negative,negative,negative,negative,negative,negative,negative
كزوااحسن الناس في الكرم ولاد باب الله مايمكنش يتخلاو على الضيف ولو غير القليل يقسموه معاك ربمامع هذ االبلبلة لي واقعة يخافو على انفسهم هذ الشء لي كين,positive,negative,negative,negative,negative,negative,negative,negative,negative
صراحة  تدير هاد التجربة ف اكادير مكاينش شي واحد غادير ليه الفلوو على وجهوو حيت كولشي غايقوول مرحباا,positive,negative,negative,negative,negative,negative,negative,negative,negative
في الأحياء الشعبية يقدر يبيتوه معاهم ماشي غير يفطر,positive,negative,negative,negative,negative,negative,negative,negative,negative
كان نفس البرنماج اجنبي دار فكازا  كولشي كيرحب به ودابا لما دروها لمغاربه  كولشي هرب به  الكرم عطيوه للناس ديال الباديه اكرموك احسن كرم  ويوكلك اخسن ماكله,positive,negative,negative,negative,positive,negative,positive,negative,negative
اوا الله يهدي ما خلق المهم كاين ناس فيهم باقي الإنسانية والخير,positive,negative,negative,negative,positive,negative,negative,negative,negative
اكيد الام مكتعوضش وبصح الى ماتت الام كلشي كيمشي معاها. الله يرحمك يا امي الحبيبة,positive,negative,negative,negative,negative,negative,negative,negative,negative
برافو اعلكم نجحتو فالامتحان .بغيت غي نسولكم اش من نوع بطاريات كتستعملوا لديك التلكوموند.,positive,negative,negative,negative,negative,negative,negative,negative,negative
الكلب مسكين امكن دوز التكرفيس فطريق الصحراء حيت شي ناس كيظيو الكلاب كيجليوهم تما شكون عارف واش مسكن بغا لي ارجعو او بغا الماء,positive,positive,positive,positive,positive,positive,positive,positive,positive
كلام جدا معقول ياريت يخليه هاد السيد يتدخل ممكن جدا يعمل شي حاجة,positive,negative,negative,negative,positive,negative,negative,negative,negative
هههه بزاف العشاق ديالها .. راه قريب وقتها اتشاء الله,positive,negative,negative,negative,negative,negative,negative,negative,negative
أوادى خلينلكوم كوولشى ولله ينصر سيدنا ولؤسرا لعلاويية,positive,negative,negative,negative,negative,negative,negative,negative,negative
لله يرحم حسن تني  هوا سباب في هاد لمسجد باش دار ولمغربة كملين شركو فيه,positive,negative,negative,negative,negative,negative,negative,negative,negative
علاش ماتعجبناش الصورة انا وحده من المعجبين سعد صوت وصوره,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله يخلف على الشعب اللي دار لينا هاد المسجد نصليو فيه,positive,negative,negative,negative,negative,negative,negative,negative,negative
سير اخويا الله يجعل ربي يفرحك فالدنيا والاخرة كيما كتفرح  الدراوش وكدير الخير سير اخويا فينما حطيتي ايدك تربح,positive,negative,negative,negative,negative,negative,negative,negative,negative
يبوس اليد الاب ديالو ماشي عيب  ايي واحد يبوس الاب يدو والاد ناس والحترام,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله يرحمهم ويوسع عليهم والله يعطينا رضاة الوالدين,positive,negative,negative,negative,negative,negative,negative,negative,negative
راه ما كاين ما حسن من التعليم ديال الدولة واخا بعض الاساتذة معندهوم غراض ولكن انا شاهدة هاد العام كان الموحد القسم السادس ابتدائي لي جاب 5 طالع لي جاب 4.99 ساقط والله العظيم,positive,negative,negative,negative,negative,negative,negative,negative,negative
تبارك الله عليه البراءة باينة عليه من صغرو الله يحفظو,positive,negative,negative,negative,negative,negative,negative,negative,negative
اللهم بارك.بنات الشعب الله يكمل عليهم.خليني من سراول مشرغة.,positive,negative,negative,negative,negative,negative,negative,negative,negative
عاش ملكنا الحبيب الله يحفظو لينا ويحفظ بلادنا من الفتنة,positive,negative,negative,negative,negative,negative,negative,negative,negative
تبارك الله عليكم البنات تستاهلو كل خير  الله اوفقكوم فهاد الشهر المبارك ايكمل عليكوم بتوفيق,positive,negative,negative,negative,negative,negative,negative,negative,negative
ناس وجدة الحياء والدين الله يعمرها دار تبارك الله عليهم,positive,positive,positive,positive,positive,positive,positive,positive,positive
تبرك الله عليك راه باقي عندك الارادة الله يكمل عليك اختي,positive,negative,negative,negative,negative,negative,negative,negative,negative
ما شاء الله هذو هما بنات الناس و إلا فلا بارك الله فيك,positive,negative,negative,negative,negative,negative,negative,negative,negative
دابا هادي قافزة  .!  فاش غتوضف غتجبمو بوكوس تيحبو على رجليه  !  اش غادير بشي واتساب و لفيس,positive,negative,negative,negative,negative,negative,negative,negative,negative
مبروك عليك اختيلتجاوزتي كولشي واخديت البك ديالك كنكوليك برافو عليك والله يفك اسرك ان شاء الله وتكملي مسيرتك وتوصلي الى مبتغاك يارب,positive,negative,negative,negative,negative,negative,negative,negative,negative
الي عجبني فيها انها راضيه بالعقوبه وهدا اعتراف منها انها غلطات سبحان من اا يخطى وتاني حاجه انها ماشي بحال شي وحدين احنا مضلومين وو.... لا استغلات عقوبتها في دراسه والحمد لله جاب معدل مشرف في شعبه ماشي ساهله الله يعاونها ويطلق سراحها,positive,negative,negative,negative,negative,negative,negative,negative,negative
لا حاشا أخويا...والله العظيم يلا كنحبها بزاف بزاف هيا ومارتيل أكثر...تحياتي من قرية أبا محمد إقليم تاونات...,positive,negative,negative,negative,negative,negative,negative,negative,negative
في الدقيقة 3:10 من الفيديو الولد اعطاها 100 درهم.ولد الخير.,positive,negative,negative,negative,negative,negative,negative,negative,negative
هههههههههههه ضحكتتي ديك الغليضة لي شدات ولدها بحال لي غادي طهروا,positive,negative,negative,negative,negative,negative,negative,negative,negative
تساههلو كل الخير هادي غيرمعزة عندي انا في قلبي من جيهتكم ههههه,positive,negative,negative,negative,negative,negative,negative,negative,negative
مفهمتش علاش صادم كيخدمو بعرق جبينهم رجال وكنحترمو والخدمة ماشي عيب,positive,negative,negative,negative,positive,positive,positive,negative,negative
ماشاء عليك وعلى والديك الي احسنو تربيتك الله يعطيك ماتمنيتي,positive,positive,positive,negative,positive,positive,positive,positive,positive
السلام عليكم  هدام هوما زياف زجال ليكيدزو خير بوجهي الله الله حفدك خويا,positive,negative,negative,negative,negative,negative,negative,negative,negative
فرفرني ولد ناس :-D :-D :-D :-D ههههههههههههعههههههههههههههه,positive,negative,negative,negative,negative,negative,negative,negative,negative
موت علينا حق الله ارحمو ويوسع عليه والله ابدل المحبة بالصبر,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله يحفظها من العين و تستاهل مكافئة ،باينين لي كيعايرو ما شدوش الباك,positive,negative,negative,negative,negative,negative,negative,negative,negative
أحسن عوامة في المغرب هوما ولد الزمامرة تلع الوليدية أو تفرج,positive,negative,negative,negative,negative,negative,negative,negative,negative
الفكرو زوينة عجباتني ولكن خصنا الناس اللي تحافظ عليها وهادي مانضمنهاش,positive,positive,positive,negative,positive,positive,positive,positive,positive
ها العار استضفوا المغنيين المغاربة بلا ما نهديوا خبرنا لغيرنا,positive,negative,negative,negative,negative,negative,negative,negative,negative
أول تعليق في محلو الله يكتب علينا وعليكم مكاتب الخير  حمدالله  بقاو عايشين  حمدالله  ملي كلشي على خير جات غير فالحيوط,positive,negative,negative,negative,negative,negative,negative,negative,negative
ربي ايعاونكم و ايفرحكم فيه ياربي الله ايرزقكم ااصبر,positive,negative,negative,negative,negative,negative,negative,negative,negative
راه بهاتشي ولا كولشي موجود اوفي المتناول للجميع الله اعطيعهم الصحة,positive,negative,negative,negative,negative,negative,negative,negative,negative
راهم مساكن تايجبو لمواتهم ولخالتهم او خوتهمو او لجميع العاءلة,positive,negative,negative,negative,negative,negative,negative,negative,negative
تبارك الله على المحامية .....شفتك والاو عزاز عليك البوليس 😉,positive,negative,negative,negative,negative,negative,negative,negative,negative
تبارك الله عليك يا اخي الله يحفظك ويخلي ليك الواليدة الله يطول ليها في عمرها,positive,negative,negative,negative,negative,negative,negative,negative,negative
مزيانة فيه والله حتى عبر عليه ياربي يغربل كلشي ويخلي نااس نيت لي باغين يزيدو بالبلاد,positive,negative,negative,negative,negative,negative,negative,negative,negative
هدا مشي خطأ طبي هدا مرض خلقي الله يشفيها و لكن تحد ممدخل فهدشي ديال الله,positive,negative,negative,positive,positive,positive,negative,negative,negative
الف مبروك .. انشاء الله من نجاح لنجاح .. مبروك الام  ..نعمة الام .. تبارك الله عليها .. الله يوفقها,positive,positive,positive,negative,positive,negative,positive,negative,negative
"والله العظيم الا عندك الحق 
عطيهم العصييير ابا طاريق",positive,negative,negative,negative,positive,negative,negative,negative,negative
خويا لي تعجب اتبلا قول الحمد لله مفياش هادشي او قلب على البوسط نصيحة,positive,negative,negative,negative,negative,negative,negative,negative,negative
فتشوهم كلهم وجمعو ديك البركة تخدمو بيها البلاد والمغرب غادي يتعافا من المرض اللي جاه,positive,negative,negative,negative,negative,negative,negative,negative,negative
هاكا نبغيو  نشوفو  شباب  ديالنا  راه   هادوك  حتا  هما  خوتهوم  ومغاربة2 بحالهم,positive,negative,negative,negative,positive,negative,negative,negative,negative
مالها مسكينة معليهاش الله البنت ممصورا لابسا دوبيس باينة مسيكنة محتارمة راسها .باغا تفوج علا راسها من الامتحانات للي دازو واهم حاجة خاصها دوز الطفولة ديالها,positive,negative,negative,negative,negative,negative,negative,negative,negative
خصنا نديرو شي مبادرة باش نعونو اللاجئين الريفييين مساكن معيدوش,positive,negative,negative,negative,negative,positive,negative,negative,negative
"بنادم تي شوف بلي را دوروها عليه
فعلا دوروها عليه مي را بهاد اللقطة تات شوف بلي راه رونالدو تي تقاتل
و كوووووون كااان ميسي ماي دخلش عليهم",positive,negative,negative,negative,negative,negative,negative,negative,negative
امعمر  كيخوي   انس جميع خوتوا المغاربة اللي كيحبوا المغرب من الشمال الى الجنوب و كن الشرق الى الغرب احسن بلاد في العالم هو المغرب  الله الوطن الملك,positive,negative,negative,negative,negative,negative,negative,negative,positive
صومال مزيان الحمد لله تنلعبو ترنوة على كيلو ديال لحم هههههه,positive,negative,negative,negative,negative,negative,negative,negative,negative
الحمد لله هاد العام رحمنا الله خاصنة غير حنى نكونو مزيانين ونتلفتو لناس لممعيدينش وكلشى يال الله لعيد فايت واعمال الخير هي لكتبقى,positive,negative,negative,negative,negative,negative,negative,negative,negative
الحمد لله السوق زوين والكسيبة رخيصة عندنا في الكويرة,positive,negative,negative,negative,negative,negative,negative,negative,negative
اخريبكة.أمين.عادل.الخير.موجود.التمان.الحمد.لله.رخيص.وتعاونوا.مع.الفقار,positive,negative,negative,negative,negative,negative,negative,negative,negative
مخسرنة تا ماتطش وساحل العاج خسرات ف بلادها وخارجية عند مالي وحنا مدخلين يكون خير ان شاء الله,positive,positive,positive,positive,positive,positive,positive,positive,positive
الله معاك اختي توام دابة راه عندهوم شهر اما فاش يكبرو شوية لحليب تحليه اليوم في الصباح غدة في العشية خاصك تجيبية والله يحنن المحسينين ويعاونو الناس الي مفحالهومش,positive,negative,negative,negative,positive,negative,negative,positive,positive
بديع أكادير  سمع ناس تباركالله نساء ديال بصح ✌✌✌✌✌,positive,negative,negative,negative,negative,negative,negative,negative,negative
هاد الشي لي لقيتيني نيت أختي تنفكر فيه ..الله يكتر من مثالك  !,positive,negative,negative,negative,negative,negative,negative,negative,positive
حنا صوبو ا تشورط للرياضة فيه شيعار المدرسة  مشريتوش  منهم ولدي كان تيلبس كيطمة عادية في الاخير عطاوهليه ببلاش,positive,negative,negative,negative,positive,negative,negative,negative,negative
خاصكوم تشوفو الربح معا الله أما هديك غيير جلذة تعامرو فشكارة أو الناس صبارة,positive,negative,negative,negative,negative,negative,negative,negative,negative
